democrat				republican			
Token	LL	F	F2	Token	LL	F	F2
catherine	1.02	0.08	0.03	catherine	1.02	0.03	0.08
vain	1.02	0.08	0.03	vain	1.02	0.03	0.08
separation	1.02	0.08	0.03	separation	1.02	0.03	0.08
hottest	1.02	0.08	0.03	hottest	1.02	0.03	0.08
substitute	1.02	0.08	0.03	substitute	1.02	0.03	0.08
forging	1.02	0.08	0.03	forging	1.02	0.03	0.08
profit	1.02	0.08	0.03	profit	1.02	0.03	0.08
costing	1.02	0.08	0.03	costing	1.02	0.03	0.08
fare	1.02	0.08	0.03	fare	1.02	0.03	0.08
memorandum	1.02	0.08	0.03	memorandum	1.02	0.03	0.08
humane	1.02	0.08	0.03	humane	1.02	0.03	0.08
regulators	1.02	0.08	0.03	regulators	1.02	0.03	0.08
mentions	1.02	0.08	0.03	mentions	1.02	0.03	0.08
earliest	1.02	0.08	0.03	earliest	1.02	0.03	0.08
ovid	1.02	0.08	0.03	ovid	1.02	0.03	0.08
smallest	1.02	0.08	0.03	smallest	1.02	0.03	0.08
weak	1.02	0.08	0.03	weak	1.02	0.03	0.08
barely	1.02	0.08	0.03	barely	1.02	0.03	0.08
necesita	1.02	0.08	0.03	necesita	1.02	0.03	0.08
mcbride	1.02	0.08	0.03	mcbride	1.02	0.03	0.08
143	1.02	0.08	0.03	143	1.02	0.03	0.08
somali	1.02	0.08	0.03	somali	1.02	0.03	0.08
suing	1.02	0.08	0.03	suing	1.02	0.03	0.08
spiking	1.02	0.08	0.03	spiking	1.02	0.03	0.08
nat'l	1.02	0.08	0.03	nat'l	1.02	0.03	0.08
diminish	1.02	0.08	0.03	diminish	1.02	0.03	0.08
rehire	1.02	0.08	0.03	rehire	1.02	0.03	0.08
152	1.02	0.08	0.03	152	1.02	0.03	0.08
optional	1.02	0.08	0.03	optional	1.02	0.03	0.08
refund	1.02	0.08	0.03	refund	1.02	0.03	0.08
ensured	1.02	0.08	0.03	ensured	1.02	0.03	0.08
dishonest	1.02	0.08	0.03	dishonest	1.02	0.03	0.08
assoc	1.02	0.08	0.03	assoc	1.02	0.03	0.08
distributions	1.02	0.08	0.03	distributions	1.02	0.03	0.08
uninsured	1.02	0.08	0.03	uninsured	1.02	0.03	0.08
dismissed	1.02	0.08	0.03	dismissed	1.02	0.03	0.08
underscores	1.02	0.08	0.03	underscores	1.02	0.03	0.08
bundle	1.02	0.08	0.03	bundle	1.02	0.03	0.08
hockey	1.02	0.08	0.03	hockey	1.02	0.03	0.08
ghost	1.02	0.08	0.03	ghost	1.02	0.03	0.08
suburbs	1.02	0.08	0.03	suburbs	1.02	0.03	0.08
suddenly	1.02	0.08	0.03	suddenly	1.02	0.03	0.08
herself	1.02	0.08	0.03	herself	1.02	0.03	0.08
resumes	1.02	0.08	0.03	resumes	1.02	0.03	0.08
conviction	1.02	0.08	0.03	conviction	1.02	0.03	0.08
departure	1.02	0.08	0.03	departure	1.02	0.03	0.08
lindsay	1.02	0.08	0.03	lindsay	1.02	0.03	0.08
labeled	1.02	0.08	0.03	labeled	1.02	0.03	0.08
vendor	1.02	0.08	0.03	vendor	1.02	0.03	0.08
arthur	1.02	0.08	0.03	arthur	1.02	0.03	0.08
emma	1.02	0.08	0.03	emma	1.02	0.03	0.08
fueled	1.02	0.08	0.03	fueled	1.02	0.03	0.08
record-setting	1.02	0.08	0.03	record-setting	1.02	0.03	0.08
recall	1.02	0.08	0.03	recall	1.02	0.03	0.08
costa	1.02	0.08	0.03	costa	1.02	0.03	0.08
extensions	1.02	0.08	0.03	extensions	1.02	0.03	0.08
partially	1.02	0.08	0.03	partially	1.02	0.03	0.08
snapshot	1.02	0.08	0.03	snapshot	1.02	0.03	0.08
bikes	1.02	0.08	0.03	bikes	1.02	0.03	0.08
surges	1.02	0.08	0.03	surges	1.02	0.03	0.08
hawk	1.02	0.08	0.03	hawk	1.02	0.03	0.08
commits	1.02	0.08	0.03	commits	1.02	0.03	0.08
tus	1.02	0.08	0.03	tus	1.02	0.03	0.08
4/28	1.02	0.08	0.03	4/28	1.02	0.03	0.08
uncomfortable	1.02	0.08	0.03	uncomfortable	1.02	0.03	0.08
mgmt	1.02	0.08	0.03	mgmt	1.02	0.03	0.08
boss	1.02	0.08	0.03	boss	1.02	0.03	0.08
crosses	1.02	0.08	0.03	crosses	1.02	0.03	0.08
county-by-county	1.02	0.08	0.03	county-by-county	1.02	0.03	0.08
comunidad	1.02	0.08	0.03	comunidad	1.02	0.03	0.08
susceptible	1.02	0.08	0.03	susceptible	1.02	0.03	0.08
archives	1.02	0.08	0.03	archives	1.02	0.03	0.08
chats	1.02	0.08	0.03	chats	1.02	0.03	0.08
southwestern	1.02	0.08	0.03	southwestern	1.02	0.03	0.08
replacement	1.02	0.08	0.03	replacement	1.02	0.03	0.08
documentation	1.02	0.08	0.03	documentation	1.02	0.03	0.08
cluster	1.02	0.08	0.03	cluster	1.02	0.03	0.08
tout	1.02	0.08	0.03	tout	1.02	0.03	0.08
arena	1.02	0.08	0.03	arena	1.02	0.03	0.08
sunny	1.02	0.08	0.03	sunny	1.02	0.03	0.08
possession	1.02	0.08	0.03	possession	1.02	0.03	0.08
fmr	1.02	0.08	0.03	fmr	1.02	0.03	0.08
detailing	1.02	0.08	0.03	detailing	1.02	0.03	0.08
tricks	1.02	0.08	0.03	tricks	1.02	0.03	0.08
79	1.02	0.08	0.03	79	1.02	0.03	0.08
4/5	1.02	0.08	0.03	4/5	1.02	0.03	0.08
bottles	1.02	0.08	0.03	bottles	1.02	0.03	0.08
86	1.02	0.08	0.03	86	1.02	0.03	0.08
rainbow	1.02	0.08	0.03	rainbow	1.02	0.03	0.08
subsidize	1.02	0.08	0.03	subsidize	1.02	0.03	0.08
subway	1.02	0.08	0.03	subway	1.02	0.03	0.08
breakthrough	1.02	0.08	0.03	breakthrough	1.02	0.03	0.08
brick	1.02	0.08	0.03	brick	1.02	0.03	0.08
servicemembers	1.02	0.08	0.03	servicemembers	1.02	0.03	0.08
instagram	1.02	0.08	0.03	instagram	1.02	0.03	0.08
altered	1.02	0.08	0.03	altered	1.02	0.03	0.08
independents	1.02	0.08	0.03	independents	1.02	0.03	0.08
foreseeable	1.02	0.08	0.03	foreseeable	1.02	0.03	0.08
small-business	1.02	0.08	0.03	small-business	1.02	0.03	0.08
sandwich	1.02	0.08	0.03	sandwich	1.02	0.03	0.08
keller	1.02	0.08	0.03	keller	1.02	0.03	0.08
standout	1.02	0.08	0.03	standout	1.02	0.03	0.08
goodbye	1.02	0.08	0.03	goodbye	1.02	0.03	0.08
database	1.02	0.08	0.03	database	1.02	0.03	0.08
chorus	1.02	0.08	0.03	chorus	1.02	0.03	0.08
journalist	1.02	0.08	0.03	journalist	1.02	0.03	0.08
reentry	1.02	0.08	0.03	reentry	1.02	0.03	0.08
instances	1.02	0.08	0.03	instances	1.02	0.03	0.08
risked	1.02	0.1	0.16	risked	1.02	0.16	0.1
cycle	1.02	0.1	0.16	cycle	1.02	0.16	0.1
waive	1.02	0.1	0.16	waive	1.02	0.16	0.1
waivers	1.02	0.1	0.16	waivers	1.02	0.16	0.1
originally	1.02	0.1	0.16	originally	1.02	0.16	0.1
transformed	1.02	0.1	0.16	transformed	1.02	0.16	0.1
intend	1.02	0.1	0.16	intend	1.02	0.16	0.1
compiled	1.02	0.1	0.16	compiled	1.02	0.16	0.1
bowling	1.02	0.1	0.16	bowling	1.02	0.16	0.1
2025	1.02	0.1	0.16	2025	1.02	0.16	0.1
designation	1.02	0.1	0.16	designation	1.02	0.16	0.1
pictured	1.02	0.1	0.16	pictured	1.02	0.16	0.1
recruiting	1.02	0.1	0.16	recruiting	1.02	0.16	0.1
battles	1.02	0.1	0.16	battles	1.02	0.16	0.1
stormed	1.02	0.1	0.16	stormed	1.02	0.16	0.1
opponents	1.02	0.1	0.16	opponents	1.02	0.16	0.1
rapids	1.02	0.1	0.16	rapids	1.02	0.16	0.1
heights	1.02	0.1	0.16	heights	1.02	0.16	0.1
kept	1.02	0.33	0.44	kept	1.02	0.44	0.33
icon	1.02	0.23	0.15	icon	1.02	0.15	0.23
2010	1.02	0.23	0.15	2010	1.02	0.15	0.23
ben	1.02	0.23	0.15	ben	1.02	0.15	0.23
tragically	1.02	0.23	0.15	tragically	1.02	0.15	0.23
educator	1.02	0.23	0.15	educator	1.02	0.15	0.23
honest	1.02	0.23	0.15	honest	1.02	0.15	0.23
handle	1.02	0.23	0.15	handle	1.02	0.15	0.23
underlying	1.02	0.23	0.15	underlying	1.02	0.15	0.23
fundraising	1.02	0.23	0.15	fundraising	1.02	0.15	0.23
distant	1.02	0.23	0.15	distant	1.02	0.15	0.23
ways	1.01	2.9	2.59	ways	1.01	2.59	2.9
temporary	1.01	0.71	0.56	temporary	1.01	0.56	0.71
simply	1.01	0.71	0.56	simply	1.01	0.56	0.71
educators	1.0	1.86	1.61	educators	1.0	1.61	1.86
cards	0.99	0.25	0.16	cards	0.99	0.16	0.25
lifeline	0.99	0.25	0.16	lifeline	0.99	0.16	0.25
danger	0.99	0.25	0.16	danger	0.99	0.16	0.25
39	0.99	0.25	0.16	39	0.99	0.16	0.25
causes	0.99	0.25	0.16	causes	0.99	0.16	0.25
hs	0.99	0.25	0.16	hs	0.99	0.16	0.25
developments	0.99	0.25	0.16	developments	0.99	0.16	0.25
responsibility	0.98	0.96	1.15	responsibility	0.98	1.15	0.96
history	0.98	3.32	3.67	history	0.98	3.67	3.32
adult	0.98	0.23	0.33	adult	0.98	0.33	0.23
farming	0.98	0.23	0.33	farming	0.98	0.33	0.23
chosen	0.98	0.23	0.33	chosen	0.98	0.33	0.23
bond	0.98	0.23	0.33	bond	0.98	0.33	0.23
remembrance	0.98	0.23	0.33	remembrance	0.98	0.33	0.23
competition	0.98	0.23	0.33	competition	0.98	0.33	0.23
sees	0.97	0.27	0.18	sees	0.97	0.18	0.27
art	0.97	0.27	0.18	art	0.97	0.18	0.27
county's	0.97	0.27	0.18	county's	0.97	0.18	0.27
retailers	0.97	0.27	0.18	retailers	0.97	0.18	0.27
younger	0.97	0.27	0.18	younger	0.97	0.18	0.27
midst	0.97	0.27	0.18	midst	0.97	0.18	0.27
stress	0.97	0.61	0.48	stress	0.97	0.48	0.61
endorsed	0.97	0.61	0.48	endorsed	0.97	0.48	0.61
strongly	0.96	0.58	0.44	strongly	0.96	0.44	0.58
surprise	0.95	0.29	0.2	surprise	0.95	0.2	0.29
rooms	0.95	0.29	0.2	rooms	0.95	0.2	0.29
treated	0.95	0.29	0.2	treated	0.95	0.2	0.29
screening	0.95	0.29	0.2	screening	0.95	0.2	0.29
foreign	0.95	0.29	0.2	foreign	0.95	0.2	0.29
showed	0.95	0.58	0.72	showed	0.95	0.72	0.58
standard	0.95	0.56	0.43	standard	0.95	0.43	0.56
computer	0.95	0.56	0.43	computer	0.95	0.43	0.56
sgt	0.95	0.56	0.43	sgt	0.95	0.43	0.56
measure	0.95	0.56	0.43	measure	0.95	0.43	0.56
program	0.95	7.38	6.89	program	0.95	6.89	7.38
stopped	0.95	1.29	1.09	stopped	0.95	1.09	1.29
gop	0.95	1.19	1.4	gop	0.95	1.4	1.19
24	0.94	1.54	1.32	24	0.94	1.32	1.54
extension	0.94	0.54	0.41	extension	0.94	0.41	0.54
manage	0.94	0.54	0.41	manage	0.94	0.41	0.54
disabilities	0.94	0.54	0.41	disabilities	0.94	0.41	0.54
issues	0.94	3.15	2.83	issues	0.94	2.83	3.15
honors	0.94	0.31	0.21	honors	0.94	0.21	0.31
proposals	0.94	0.31	0.21	proposals	0.94	0.21	0.31
surgical	0.94	0.31	0.21	surgical	0.94	0.21	0.31
asymptomatic	0.94	0.31	0.21	asymptomatic	0.94	0.21	0.31
commonsense	0.94	0.31	0.21	commonsense	0.94	0.21	0.31
arriving	0.94	0.31	0.21	arriving	0.94	0.21	0.31
bigger	0.94	0.29	0.4	bigger	0.94	0.4	0.29
warnings	0.94	0.29	0.4	warnings	0.94	0.4	0.29
measured	0.94	0.29	0.4	measured	0.94	0.4	0.29
minute	0.94	0.29	0.4	minute	0.94	0.4	0.29
battle	0.94	0.98	1.17	battle	0.94	1.17	0.98
electric	0.94	0.52	0.4	electric	0.94	0.4	0.52
lots	0.94	0.52	0.4	lots	0.94	0.4	0.52
member	0.94	0.98	0.81	member	0.94	0.81	0.98
women	0.94	4.59	4.99	women	0.94	4.99	4.59
10am	0.93	0.33	0.23	10am	0.93	0.23	0.33
cumulative	0.93	0.33	0.23	cumulative	0.93	0.23	0.33
refugees	0.93	0.33	0.23	refugees	0.93	0.23	0.33
relations	0.93	0.33	0.23	relations	0.93	0.23	0.33
act	0.93	4.34	3.97	act	0.93	3.97	4.34
rolling	0.93	0.48	0.36	rolling	0.93	0.36	0.48
download	0.93	0.48	0.36	download	0.93	0.36	0.48
understanding	0.93	0.48	0.36	understanding	0.93	0.36	0.48
shut	0.93	0.35	0.25	shut	0.93	0.25	0.35
civic	0.93	0.35	0.25	civic	0.93	0.25	0.35
comments	0.93	0.35	0.25	comments	0.93	0.25	0.35
unity	0.93	0.35	0.25	unity	0.93	0.25	0.35
lifetime	0.93	0.35	0.25	lifetime	0.93	0.25	0.35
impeachment	0.93	0.35	0.25	impeachment	0.93	0.25	0.35
pause	0.93	0.46	0.35	pause	0.93	0.35	0.46
institutions	0.93	0.46	0.59	institutions	0.93	0.59	0.46
careers	0.93	0.35	0.46	careers	0.93	0.46	0.35
investigation	0.93	0.35	0.46	investigation	0.93	0.46	0.35
commercial	0.93	0.35	0.46	commercial	0.93	0.46	0.35
donated	0.93	0.35	0.46	donated	0.93	0.46	0.35
breaks	0.93	0.36	0.26	breaks	0.93	0.26	0.36
ryan	0.93	0.36	0.26	ryan	0.93	0.26	0.36
out-of-state	0.93	0.36	0.26	out-of-state	0.93	0.26	0.36
most	0.92	8.22	7.71	most	0.92	7.71	8.22
virtually	0.92	0.44	0.33	virtually	0.92	0.33	0.44
resident	0.92	0.42	0.31	resident	0.92	0.31	0.42
15th	0.92	0.42	0.31	15th	0.92	0.31	0.42
helpful	0.92	0.42	0.31	helpful	0.92	0.31	0.42
rely	0.92	0.42	0.31	rely	0.92	0.31	0.42
my2020census.gov	0.92	0.42	0.31	my2020census.gov	0.92	0.31	0.42
forest	0.92	0.42	0.31	forest	0.92	0.31	0.42
maintain	0.92	1.25	1.05	maintain	0.92	1.05	1.25
caution	0.92	0.4	0.3	caution	0.92	0.3	0.4
lifted	0.92	0.4	0.3	lifted	0.92	0.3	0.4
sexual	0.92	0.4	0.3	sexual	0.92	0.3	0.4
affect	0.92	0.4	0.3	affect	0.92	0.3	0.4
decisions	0.92	1.73	1.5	decisions	0.92	1.5	1.73
20,000	0.92	0.19	0.28	20,000	0.92	0.28	0.19
producing	0.92	0.19	0.28	producing	0.92	0.28	0.19
improved	0.92	0.19	0.28	improved	0.92	0.28	0.19
tomorrow's	0.92	0.19	0.28	tomorrow's	0.92	0.28	0.19
gray	0.92	0.19	0.28	gray	0.92	0.28	0.19
product	0.92	0.19	0.28	product	0.92	0.28	0.19
sign	0.92	3.63	3.29	sign	0.92	3.29	3.63
under	0.91	4.3	3.94	under	0.91	3.94	4.3
conversation	0.91	1.23	1.04	conversation	0.91	1.04	1.23
gene	0.91	0.04	0.08	gene	0.91	0.08	0.04
abt	0.91	0.04	0.08	abt	0.91	0.08	0.04
aspects	0.91	0.04	0.08	aspects	0.91	0.08	0.04
defer	0.91	0.04	0.08	defer	0.91	0.08	0.04
2,500	0.91	0.04	0.08	2,500	0.91	0.08	0.04
secretaries	0.91	0.04	0.08	secretaries	0.91	0.08	0.04
specimens	0.91	0.04	0.08	specimens	0.91	0.08	0.04
carey	0.91	0.04	0.08	carey	0.91	0.08	0.04
hazardous	0.91	0.04	0.08	hazardous	0.91	0.08	0.04
counselors	0.91	0.04	0.08	counselors	0.91	0.08	0.04
eclipse	0.91	0.04	0.08	eclipse	0.91	0.08	0.04
membership	0.91	0.04	0.08	membership	0.91	0.08	0.04
carriers	0.91	0.04	0.08	carriers	0.91	0.08	0.04
ratepayers	0.91	0.04	0.08	ratepayers	0.91	0.08	0.04
balances	0.91	0.04	0.08	balances	0.91	0.08	0.04
olympic	0.91	0.04	0.08	olympic	0.91	0.08	0.04
inland	0.91	0.04	0.08	inland	0.91	0.08	0.04
día	0.91	0.04	0.08	día	0.91	0.08	0.04
nascar	0.91	0.04	0.08	nascar	0.91	0.08	0.04
vance	0.91	0.04	0.08	vance	0.91	0.08	0.04
01	0.91	0.04	0.08	01	0.91	0.08	0.04
satisfied	0.91	0.04	0.08	satisfied	0.91	0.08	0.04
clearing	0.91	0.04	0.08	clearing	0.91	0.08	0.04
homegrown	0.91	0.04	0.08	homegrown	0.91	0.08	0.04
locals	0.91	0.04	0.08	locals	0.91	0.08	0.04
4/17	0.91	0.04	0.08	4/17	0.91	0.08	0.04
convert	0.91	0.04	0.08	convert	0.91	0.08	0.04
breast	0.91	0.04	0.08	breast	0.91	0.08	0.04
allegiance	0.91	0.04	0.08	allegiance	0.91	0.08	0.04
resignation	0.91	0.04	0.08	resignation	0.91	0.08	0.04
treatments	0.91	0.04	0.08	treatments	0.91	0.08	0.04
smith's	0.91	0.04	0.08	smith's	0.91	0.08	0.04
fb	0.91	0.04	0.08	fb	0.91	0.08	0.04
upside	0.91	0.04	0.08	upside	0.91	0.08	0.04
simpson	0.91	0.04	0.08	simpson	0.91	0.08	0.04
reboot	0.91	0.04	0.08	reboot	0.91	0.08	0.04
valentine's	0.91	0.04	0.08	valentine's	0.91	0.08	0.04
difficulty	0.91	0.04	0.08	difficulty	0.91	0.08	0.04
develops	0.91	0.04	0.08	develops	0.91	0.08	0.04
6.5	0.91	0.04	0.08	6.5	0.91	0.08	0.04
kshb.com	0.91	0.04	0.08	kshb.com	0.91	0.08	0.04
believing	0.91	0.04	0.08	believing	0.91	0.08	0.04
schedules	0.91	0.04	0.08	schedules	0.91	0.08	0.04
townhall	0.91	0.04	0.08	townhall	0.91	0.08	0.04
23rd	0.91	0.04	0.08	23rd	0.91	0.08	0.04
4/13	0.91	0.04	0.08	4/13	0.91	0.08	0.04
boyd	0.91	0.04	0.08	boyd	0.91	0.08	0.04
contributes	0.91	0.04	0.08	contributes	0.91	0.08	0.04
simon	0.91	0.04	0.08	simon	0.91	0.08	0.04
garage	0.91	0.04	0.08	garage	0.91	0.08	0.04
determining	0.91	0.04	0.08	determining	0.91	0.08	0.04
decatur	0.91	0.04	0.08	decatur	0.91	0.08	0.04
theft	0.91	0.04	0.08	theft	0.91	0.08	0.04
650	0.91	0.04	0.08	650	0.91	0.08	0.04
expediting	0.91	0.04	0.08	expediting	0.91	0.08	0.04
canadian	0.91	0.04	0.08	canadian	0.91	0.08	0.04
5.5	0.91	0.04	0.08	5.5	0.91	0.08	0.04
70,000	0.91	0.04	0.08	70,000	0.91	0.08	0.04
fueling	0.91	0.04	0.08	fueling	0.91	0.08	0.04
attached	0.91	0.04	0.08	attached	0.91	0.08	0.04
lawyers	0.91	0.04	0.08	lawyers	0.91	0.08	0.04
4/21	0.91	0.04	0.08	4/21	0.91	0.08	0.04
penny	0.91	0.04	0.08	penny	0.91	0.08	0.04
2:15	0.91	0.04	0.08	2:15	0.91	0.08	0.04
mercy	0.91	0.04	0.08	mercy	0.91	0.08	0.04
triple	0.91	0.04	0.08	triple	0.91	0.08	0.04
induction	0.91	0.04	0.08	induction	0.91	0.08	0.04
team's	0.91	0.04	0.08	team's	0.91	0.08	0.04
explosion	0.91	0.04	0.08	explosion	0.91	0.08	0.04
win-win	0.91	0.04	0.08	win-win	0.91	0.08	0.04
prudent	0.91	0.04	0.08	prudent	0.91	0.08	0.04
destroying	0.91	0.04	0.08	destroying	0.91	0.08	0.04
continuous	0.91	0.04	0.08	continuous	0.91	0.08	0.04
council's	0.91	0.04	0.08	council's	0.91	0.08	0.04
phenomenal	0.91	0.04	0.08	phenomenal	0.91	0.08	0.04
abundantly	0.91	0.04	0.08	abundantly	0.91	0.08	0.04
weddings	0.91	0.04	0.08	weddings	0.91	0.08	0.04
removes	0.91	0.04	0.08	removes	0.91	0.08	0.04
12:45	0.91	0.04	0.08	12:45	0.91	0.08	0.04
bobby	0.91	0.04	0.08	bobby	0.91	0.08	0.04
unnoticed	0.91	0.04	0.08	unnoticed	0.91	0.08	0.04
tactics	0.91	0.04	0.08	tactics	0.91	0.08	0.04
rated	0.91	0.04	0.08	rated	0.91	0.08	0.04
positively	0.91	0.04	0.08	positively	0.91	0.08	0.04
length	0.91	0.04	0.08	length	0.91	0.08	0.04
romney	0.91	0.04	0.08	romney	0.91	0.08	0.04
submarine	0.91	0.04	0.08	submarine	0.91	0.08	0.04
sailors	0.91	0.04	0.08	sailors	0.91	0.08	0.04
uk	0.91	0.04	0.08	uk	0.91	0.08	0.04
economist	0.91	0.04	0.08	economist	0.91	0.08	0.04
brewer	0.91	0.04	0.08	brewer	0.91	0.08	0.04
aiming	0.91	0.04	0.08	aiming	0.91	0.08	0.04
cada	0.91	0.04	0.08	cada	0.91	0.08	0.04
discretion	0.91	0.04	0.08	discretion	0.91	0.08	0.04
platte	0.91	0.04	0.08	platte	0.91	0.08	0.04
awhile	0.91	0.04	0.08	awhile	0.91	0.08	0.04
boats	0.91	0.04	0.08	boats	0.91	0.08	0.04
sheldon	0.91	0.04	0.08	sheldon	0.91	0.08	0.04
laser	0.91	0.04	0.08	laser	0.91	0.08	0.04
ion	0.91	0.04	0.08	ion	0.91	0.08	0.04
reserved	0.91	0.04	0.08	reserved	0.91	0.08	0.04
inspected	0.91	0.04	0.08	inspected	0.91	0.08	0.04
2024	0.91	0.04	0.08	2024	0.91	0.08	0.04
metal	0.91	0.04	0.08	metal	0.91	0.08	0.04
ignorance	0.91	0.04	0.08	ignorance	0.91	0.08	0.04
aggressively	0.91	0.04	0.08	aggressively	0.91	0.08	0.04
viewing	0.91	0.04	0.08	viewing	0.91	0.08	0.04
rule	0.9	0.92	0.76	rule	0.9	0.76	0.92
concerns	0.89	1.19	1.0	concerns	0.89	1.0	1.19
global	0.88	1.17	0.99	global	0.88	0.99	1.17
management	0.87	1.42	1.22	management	0.87	1.22	1.42
speaker	0.87	0.54	0.68	speaker	0.87	0.68	0.54
implemented	0.87	0.25	0.35	implemented	0.87	0.35	0.25
appeals	0.87	0.25	0.35	appeals	0.87	0.35	0.25
trained	0.87	0.25	0.35	trained	0.87	0.35	0.25
briefings	0.87	0.25	0.35	briefings	0.87	0.35	0.25
row	0.87	0.25	0.35	row	0.87	0.35	0.25
wide	0.87	0.25	0.35	wide	0.87	0.35	0.25
8th	0.87	0.25	0.35	8th	0.87	0.35	0.25
medical	0.87	3.96	4.32	medical	0.87	4.32	3.96
announcing	0.87	1.54	1.76	announcing	0.87	1.76	1.54
lowering	0.86	0.15	0.23	lowering	0.86	0.23	0.15
municipalities	0.86	0.15	0.23	municipalities	0.86	0.23	0.15
navajo	0.86	0.15	0.23	navajo	0.86	0.23	0.15
drinking	0.86	0.15	0.23	drinking	0.86	0.23	0.15
ball	0.86	0.15	0.23	ball	0.86	0.23	0.15
reflection	0.86	0.15	0.23	reflection	0.86	0.23	0.15
accelerate	0.86	0.15	0.23	accelerate	0.86	0.23	0.15
cream	0.86	0.15	0.23	cream	0.86	0.23	0.15
devices	0.86	0.15	0.23	devices	0.86	0.23	0.15
sanctuary	0.86	0.15	0.23	sanctuary	0.86	0.23	0.15
courses	0.86	0.15	0.23	courses	0.86	0.23	0.15
diagnosed	0.86	0.15	0.23	diagnosed	0.86	0.23	0.15
distinguished	0.86	0.15	0.23	distinguished	0.86	0.23	0.15
nearly	0.86	2.67	2.96	nearly	0.86	2.96	2.67
caps	0.86	0.1	0.05	caps	0.86	0.05	0.1
aaron	0.86	0.1	0.05	aaron	0.86	0.05	0.1
responder	0.86	0.1	0.05	responder	0.86	0.05	0.1
temple	0.86	0.1	0.05	temple	0.86	0.05	0.1
bodies	0.86	0.1	0.05	bodies	0.86	0.05	0.1
maritime	0.86	0.1	0.05	maritime	0.86	0.05	0.1
garcia	0.86	0.1	0.05	garcia	0.86	0.05	0.1
playbook	0.86	0.1	0.05	playbook	0.86	0.05	0.1
chatting	0.86	0.1	0.05	chatting	0.86	0.05	0.1
persecution	0.86	0.1	0.05	persecution	0.86	0.05	0.1
110,000	0.86	0.1	0.05	110,000	0.86	0.05	0.1
sand	0.86	0.1	0.05	sand	0.86	0.05	0.1
brewery	0.86	0.1	0.05	brewery	0.86	0.05	0.1
somber	0.86	0.1	0.05	somber	0.86	0.05	0.1
brewing	0.86	0.1	0.05	brewing	0.86	0.05	0.1
spectacular	0.86	0.1	0.05	spectacular	0.86	0.05	0.1
skyrocketing	0.86	0.1	0.05	skyrocketing	0.86	0.05	0.1
dependent	0.86	0.1	0.05	dependent	0.86	0.05	0.1
plates	0.86	0.1	0.05	plates	0.86	0.05	0.1
shifts	0.86	0.1	0.05	shifts	0.86	0.05	0.1
slots	0.86	0.1	0.05	slots	0.86	0.05	0.1
1-800-985-5990	0.86	0.1	0.05	1-800-985-5990	0.86	0.05	0.1
backed	0.86	0.1	0.05	backed	0.86	0.05	0.1
butler	0.86	0.1	0.05	butler	0.86	0.05	0.1
accidents	0.86	0.1	0.05	accidents	0.86	0.05	0.1
poster	0.86	0.1	0.05	poster	0.86	0.05	0.1
encounter	0.86	0.1	0.05	encounter	0.86	0.05	0.1
daunting	0.86	0.1	0.05	daunting	0.86	0.05	0.1
kidding	0.86	0.1	0.05	kidding	0.86	0.05	0.1
shortness	0.86	0.1	0.05	shortness	0.86	0.05	0.1
bike	0.86	0.1	0.05	bike	0.86	0.05	0.1
haircut	0.86	0.1	0.05	haircut	0.86	0.05	0.1
throws	0.86	0.1	0.05	throws	0.86	0.05	0.1
cherry	0.86	0.1	0.05	cherry	0.86	0.05	0.1
reflected	0.86	0.1	0.05	reflected	0.86	0.05	0.1
congregation	0.86	0.1	0.05	congregation	0.86	0.05	0.1
recording	0.86	0.1	0.05	recording	0.86	0.05	0.1
nominees	0.86	0.1	0.05	nominees	0.86	0.05	0.1
105	0.86	0.1	0.05	105	0.86	0.05	0.1
sprint	0.86	0.1	0.05	sprint	0.86	0.05	0.1
circulating	0.86	0.1	0.05	circulating	0.86	0.05	0.1
correct	0.86	0.1	0.05	correct	0.86	0.05	0.1
webpage	0.86	0.1	0.05	webpage	0.86	0.05	0.1
techniques	0.86	0.1	0.05	techniques	0.86	0.05	0.1
este	0.86	0.1	0.05	este	0.86	0.05	0.1
squad	0.86	0.1	0.05	squad	0.86	0.05	0.1
graphics	0.86	0.1	0.05	graphics	0.86	0.05	0.1
misconduct	0.86	0.1	0.05	misconduct	0.86	0.05	0.1
seriousness	0.86	0.1	0.05	seriousness	0.86	0.05	0.1
surgery	0.86	0.1	0.05	surgery	0.86	0.05	0.1
germany	0.86	0.1	0.05	germany	0.86	0.05	0.1
autumn	0.86	0.1	0.05	autumn	0.86	0.05	0.1
investigators	0.86	0.1	0.05	investigators	0.86	0.05	0.1
item	0.86	0.1	0.05	item	0.86	0.05	0.1
5/8	0.86	0.1	0.05	5/8	0.86	0.05	0.1
oliver	0.86	0.1	0.05	oliver	0.86	0.05	0.1
packing	0.86	0.1	0.05	packing	0.86	0.05	0.1
agrees	0.86	0.1	0.05	agrees	0.86	0.05	0.1
beverage	0.86	0.1	0.05	beverage	0.86	0.05	0.1
reaffirmed	0.86	0.1	0.05	reaffirmed	0.86	0.05	0.1
stacey	0.86	0.1	0.05	stacey	0.86	0.05	0.1
disgusted	0.86	0.1	0.05	disgusted	0.86	0.05	0.1
parades	0.86	0.1	0.05	parades	0.86	0.05	0.1
suspension	0.86	0.1	0.05	suspension	0.86	0.05	0.1
anxious	0.86	0.1	0.05	anxious	0.86	0.05	0.1
